marital_status,application_mode,application_order,course,course_time,education_level,previous_grade,nationality,mother_education,father_education,mother_occupation,father_occupation,admission_grade,is_displaced,has_special_needs,is_debtor,is_tuition_paid,gender,is_scholarship_holder,age_at_enrollment,is_international,s1_credited,s1_enrolled,s1_evaluated,s1_approved,s1_grade,s1_not_evaluated,s2_credited,s2_enrolled,s2_evaluated,s2_approved,s2_grade,s2_not_evaluated,unemployment_rate,inflation_rate,gdp,status,avg_grade,avg_grade_bin,avg_admission_grade_bin,unemployment_bin,inflation_bin,gdp_bin
married,Over 23 years old,1,Journalism and Communication,daytime,Basic 3rd cycle (9th-11th),66.55,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Farmers & agriculture,Farmers & agriculture,81.0,0,0,1,1,male,1,49,0,0,6,8,6,61.42857145,0,0,6,7,6,70.83333334999999,0,10.8,1.4,1.74,Graduate,66.1309524,61-80,70-100,Low,Medium,High
single,Transfer,1,Nursing,daytime,Secondary,50.0,Portuguese,Higher education (diploma),Basic 3rd cycle (9th-11th),"Specialists (science, law, etc.)",Machine operators,76.5,0,0,0,1,male,0,22,0,3,6,7,3,72.5,0,4,7,8,4,71.875,0,15.5,2.8,-4.06,Enrolled,72.1875,61-80,70-100,Very High,High,Very Low
single,2nd phase - general contingent,1,Management,daytime,Secondary,68.5,Portuguese,Secondary,Basic 1st cycle (4th-5th),Personal services & sales,Unskilled workers,65.7,1,0,0,1,male,0,22,0,0,5,8,2,50.0,0,0,5,7,1,50.0,0,7.6,2.6,0.32,Dropout,50.0,41-60,50-70,Very Low,High,Medium
married,Holders of other higher courses,1,Equinculture,daytime,Higher education (diploma),60.0,Portuguese,Higher education (diploma),Higher education (diploma),Govt & executive leaders,Govt & executive leaders,64.1,0,0,0,1,female,0,33,0,1,5,11,2,57.49999999999999,1,1,5,8,2,60.0,0,9.4,-0.8,-3.12,Dropout,58.75,41-60,50-70,Low,Very Low,Very Low
single,Ordinance No. 854-B/99,1,Advertising and Marketing Management,daytime,Secondary,74.45,Cape Verdean,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,74.45,0,0,0,1,female,0,20,1,0,5,6,5,57.99999999999999,0,0,5,6,4,57.49999999999999,0,9.4,-0.8,-3.12,Graduate,57.74999999999999,41-60,70-100,Low,Very Low,Very Low
single,1st phase - general contingent,4,Social Service,daytime,Secondary,67.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Skilled industry workers,Skilled industry workers,64.2,1,0,0,1,female,1,18,0,0,6,6,6,62.5,0,0,6,6,6,58.33333335,0,10.8,1.4,1.74,Graduate,60.416666675,61-80,50-70,Low,Medium,High
single,1st phase - general contingent,5,Basic Education,daytime,Secondary,64.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,60.150000000000006,1,0,1,0,female,0,20,0,0,6,9,3,58.33333335,0,0,6,10,2,55.00000000000001,0,10.8,1.4,1.74,Dropout,56.666666675,41-60,50-70,Low,Medium,High
married,Change of institution/course (International),1,Management (evening attendance),evening,Secondary,66.55,Brazilian,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Admin staff,Farmers & agriculture,50.0,0,0,0,1,female,0,37,1,5,10,11,7,67.14285715,0,5,10,11,10,57.99999999999999,0,8.9,1.4,3.51,Graduate,62.571428575,61-80,0-50,Very Low,Medium,Very High
single,1st phase - general contingent,1,Tourism,daytime,Secondary,65.5,German,Basic 1st cycle (4th-5th),Secondary,Unskilled workers,Technicians & associate professionals,63.05,1,0,0,1,male,0,18,1,0,6,6,6,68.33333335,0,0,6,6,6,67.5,0,7.6,2.6,0.32,Graduate,67.916666675,61-80,50-70,Very Low,High,Medium
single,1st phase - general contingent,3,Tourism,daytime,Secondary,59.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,55.85,1,0,0,1,female,0,19,0,0,6,6,6,62.5,0,0,6,6,6,60.83333335,0,12.4,0.5,1.79,Graduate,61.666666675,61-80,50-70,Medium,Low,High
single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization,70.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Technicians & associate professionals,Technicians & associate professionals,70.0,1,0,0,1,female,0,21,0,2,6,7,6,65.0,0,1,6,15,4,64.0,0,12.4,0.5,1.79,Graduate,64.5,61-80,50-70,Medium,Low,High
single,1st phase - general contingent,2,Nursing,daytime,Secondary,66.5,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Unskilled workers,Govt & executive leaders,61.1,0,0,0,1,female,0,20,0,0,7,9,6,63.916666649999996,0,0,8,9,7,64.21428569999999,0,13.9,-0.3,0.79,Graduate,64.06547617499999,61-80,50-70,High,Very Low,High
single,1st phase - general contingent,2,Nursing,daytime,Secondary,63.0,Portuguese,Basic 1st cycle (4th-5th),Secondary,Skilled industry workers,Skilled industry workers,59.35,1,0,0,1,female,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout,0.0,0-20,50-70,High,Very Low,High
single,2nd phase - general contingent,2,Oral Hygiene,daytime,Secondary,62.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Skilled industry workers,Skilled industry workers,60.75000000000001,1,0,0,1,female,0,20,0,0,7,13,4,67.5,0,0,7,11,4,56.125,0,11.1,0.6,2.02,Dropout,61.8125,61-80,50-70,Medium,Low,Very High
single,2nd phase - general contingent,4,Nursing,daytime,Secondary,69.0,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Personal services & sales,67.25,1,0,0,1,female,0,18,0,0,7,7,7,67.2857143,0,0,8,8,8,75.625,0,13.9,-0.3,0.79,Graduate,71.45535715,61-80,50-70,High,Very Low,High
single,1st phase - general contingent,4,Nursing,daytime,Secondary,70.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Unskilled workers,Skilled industry workers,63.5,1,0,0,1,female,0,19,0,0,8,8,7,67.2142857,0,0,8,8,7,67.2142857,0,12.7,3.7,-1.7,Graduate,67.2142857,61-80,50-70,Medium,Very High,Low
single,1st phase - general contingent,1,Social Service,daytime,Secondary,62.0,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),Unskilled workers,Technicians & associate professionals,57.10000000000001,0,0,0,1,female,0,18,0,0,6,13,4,55.00000000000001,0,0,6,12,5,54.16666665,0,15.5,2.8,-4.06,Graduate,54.583333325000005,41-60,50-70,Very High,High,Very Low
single,2nd phase - general contingent,1,Social Service,daytime,Secondary,66.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Skilled industry workers,Skilled industry workers,62.64999999999999,1,0,0,1,female,1,18,0,0,6,6,6,56.666666649999996,0,0,6,7,6,61.42857145,0,15.5,2.8,-4.06,Graduate,59.047619049999994,41-60,50-70,Very High,High,Very Low
single,1st phase - general contingent,2,Journalism and Communication,daytime,Secondary,63.5,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Personal services & sales,60.199999999999996,1,0,0,1,female,0,18,0,0,5,7,2,50.0,0,0,1,1,0,0.0,0,12.7,3.7,-1.7,Dropout,25.0,21-40,50-70,Medium,Very High,Low
single,1st phase - general contingent,6,Nursing,daytime,Secondary,69.0,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Technicians & associate professionals,Unskilled workers,61.5,1,0,0,1,female,0,19,0,0,7,10,5,67.19999999999999,0,0,7,8,6,65.33333335,0,12.4,0.5,1.79,Enrolled,66.266666675,61-80,50-70,Medium,Low,High
single,1st phase - general contingent,2,Oral Hygiene,daytime,Secondary,71.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Personal services & sales,65.25,1,0,0,1,female,1,18,0,0,7,8,7,61.07142855000001,0,0,8,8,8,70.3125,0,16.2,0.3,-0.92,Graduate,65.691964275,61-80,50-70,Very High,Low,Medium
single,1st phase - general contingent,1,Communication Design,daytime,Secondary,65.0,Brazilian,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),Unskilled workers,Machine operators,62.74999999999999,1,0,0,1,female,1,19,1,0,6,6,6,70.83333334999999,0,0,6,6,6,67.5,0,11.1,0.6,2.02,Graduate,69.16666667499999,61-80,50-70,Medium,Low,Very High
single,Short cycle diploma holders,1,Agronomy,daytime,Professional higher technical course,65.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Unskilled workers,Skilled industry workers,66.9,0,0,1,1,female,1,24,0,7,12,13,12,64.23076925,0,5,11,13,11,63.18181820000001,0,8.9,1.4,3.51,Graduate,63.706293725,61-80,50-70,Very Low,Medium,Very High
single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization,75.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,75.0,0,0,0,1,female,0,20,0,2,6,8,6,65.0,0,1,6,18,2,60.0,0,12.4,0.5,1.79,Enrolled,62.5,61-80,70-100,Medium,Low,High
single,1st phase - general contingent,1,Management,daytime,Secondary,63.5,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Personal services & sales,Skilled industry workers,65.25,1,0,0,1,female,1,21,0,0,5,6,5,64.0,1,0,5,7,4,56.25,0,9.4,-0.8,-3.12,Graduate,60.125,61-80,50-70,Low,Very Low,Very Low
single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization,70.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Admin staff,Military professions,70.0,0,0,1,0,female,0,20,0,1,6,13,4,65.0,0,1,6,11,5,60.0,0,16.2,0.3,-0.92,Dropout,62.5,61-80,50-70,Very High,Low,Medium
single,2nd phase - general contingent,6,Nursing,daytime,Secondary,63.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Technicians & associate professionals,Unskilled workers,59.699999999999996,1,0,0,1,female,1,19,0,0,7,7,7,66.85714285,0,0,8,9,8,68.33333335,0,16.2,0.3,-0.92,Graduate,67.5952381,61-80,50-70,Very High,Low,Medium
single,2nd phase - general contingent,5,Oral Hygiene,daytime,Secondary,69.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Machine operators,60.650000000000006,1,0,0,1,female,1,19,0,0,7,8,7,66.92857144999999,0,0,8,8,8,66.9375,0,10.8,1.4,1.74,Graduate,66.933035725,61-80,50-70,Low,Medium,High
single,1st phase - general contingent,3,Nursing,daytime,Secondary,70.5,Portuguese,Secondary,Secondary,Unskilled workers,Unskilled workers,63.14999999999999,1,0,0,1,female,0,18,0,0,8,8,7,66.64285715,0,0,8,8,7,66.64285715,0,12.7,3.7,-1.7,Graduate,66.64285715,61-80,50-70,Medium,Very High,Low
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,60.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Admin staff,Skilled industry workers,55.8,1,0,0,1,female,0,19,0,0,6,12,5,70.0,0,0,6,14,5,55.00000000000001,0,16.2,0.3,-0.92,Graduate,62.5,61-80,50-70,Very High,Low,Medium
single,2nd phase - general contingent,4,Management,daytime,Secondary,60.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,55.65,1,0,0,1,female,0,21,0,0,5,5,5,63.0,0,0,5,5,5,65.99999999999999,0,8.9,1.4,3.51,Graduate,64.5,61-80,50-70,Very Low,Medium,Very High
single,1st phase - general contingent,2,Basic Education,daytime,Secondary,67.0,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Unskilled workers,Machine operators,61.25000000000001,1,0,0,1,female,1,19,0,0,6,7,6,70.0,0,0,6,6,6,75.0,0,15.5,2.8,-4.06,Graduate,72.5,61-80,50-70,Very High,High,Very Low
single,1st phase - general contingent,5,Tourism,daytime,Secondary,64.0,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Skilled industry workers,Military professions,58.25,1,0,0,1,female,1,18,0,0,6,7,6,67.14285715,0,0,6,6,6,63.33333335,0,8.9,1.4,3.51,Graduate,65.23809525,61-80,50-70,Very Low,Medium,Very High
single,2nd phase - general contingent,5,Communication Design,daytime,Secondary,66.5,Portuguese,Masters degree,Secondary,Admin staff,Admin staff,66.0,1,1,0,1,female,1,17,0,0,6,6,6,65.0,0,0,6,6,6,62.5,0,15.5,2.8,-4.06,Graduate,63.75,61-80,50-70,Very High,High,Very Low
single,3rd phase - general contingent,4,Basic Education,daytime,Secondary,61.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Admin staff,Military professions,61.85000000000001,1,0,0,1,female,0,19,0,0,6,8,5,63.33333335,0,0,6,8,5,55.00000000000001,0,15.5,2.8,-4.06,Enrolled,59.166666675,41-60,50-70,Very High,High,Very Low
single,2nd phase - general contingent,6,Management,daytime,Secondary,59.0,Portuguese,Basic 1st cycle (4th-5th),Secondary,Unskilled workers,Skilled industry workers,58.5,1,0,0,0,male,0,23,0,0,5,9,3,50.0,1,0,5,9,3,61.66666665,0,9.4,-0.8,-3.12,Dropout,55.833333325,41-60,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,56.49999999999999,Portuguese,Secondary,Basic 1st cycle (4th-5th),Govt & executive leaders,Military professions,58.25,1,0,0,1,female,0,19,0,0,6,7,6,64.16666665000001,0,0,6,10,6,58.88888889999999,0,8.9,1.4,3.51,Graduate,61.527777775000004,61-80,50-70,Very Low,Medium,Very High
single,1st phase - general contingent,1,Nursing,daytime,Secondary,67.5,Portuguese,Basic 3rd cycle (9th-11th),Higher education (diploma),Unskilled workers,Admin staff,60.75000000000001,1,0,0,1,female,0,18,0,0,7,7,6,64.58333334999999,0,0,7,7,6,64.58333334999999,0,7.6,2.6,0.32,Graduate,64.58333334999999,61-80,50-70,Very Low,High,Medium
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,66.55,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Personal services & sales,Unskilled workers,52.5,1,0,0,1,female,0,20,0,0,6,9,6,66.42857144999999,0,0,6,8,5,69.0,0,15.5,2.8,-4.06,Graduate,67.714285725,61-80,50-70,Very High,High,Very Low
single,1st phase - general contingent,3,Veterinary Nursing,daytime,Secondary,65.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,60.650000000000006,1,0,0,1,female,1,19,0,0,5,6,5,73.0,0,0,5,5,5,69.0,0,10.8,1.4,1.74,Graduate,71.0,61-80,50-70,Low,Medium,High
single,1st phase - general contingent,1,Social Service,daytime,Secondary,67.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Technicians & associate professionals,Unskilled workers,68.05,1,0,0,1,female,1,18,0,0,6,6,6,70.0,0,0,6,6,6,68.33333335,0,12.4,0.5,1.79,Graduate,69.166666675,61-80,50-70,Medium,Low,High
single,2nd phase - general contingent,2,Social Service,daytime,Secondary,66.5,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Admin staff,61.8,0,0,0,1,female,1,19,0,0,6,7,6,70.7142857,0,0,6,6,6,75.0,0,13.9,-0.3,0.79,Graduate,72.85714285,61-80,50-70,High,Very Low,High
single,1st phase - general contingent,4,Social Service,daytime,Secondary,61.5,Portuguese,Basic 2nd cycle (6th-8th),Secondary,Admin staff,Military professions,64.5,1,0,0,1,female,0,19,0,0,6,8,6,58.33333335,0,0,6,6,6,61.66666665,0,10.8,1.4,1.74,Graduate,60.0,41-60,50-70,Low,Medium,High
single,2nd phase - general contingent,1,Nursing,daytime,Secondary,72.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Admin staff,Machine operators,68.4,1,0,0,1,female,0,18,0,0,8,9,8,71.88749999999999,1,0,8,9,8,71.88749999999999,1,9.4,-0.8,-3.12,Graduate,71.88749999999999,61-80,50-70,Low,Very Low,Very Low
single,2nd phase - general contingent,2,Nursing,daytime,Secondary,73.0,Portuguese,Higher education (diploma),Higher education (diploma),Technicians & associate professionals,Farmers & agriculture,66.7,1,0,0,1,female,0,18,0,0,7,8,7,62.5,0,0,8,9,7,65.2142857,0,13.9,-0.3,0.79,Graduate,63.85714285,61-80,50-70,High,Very Low,High
single,1st phase - general contingent,5,Nursing,daytime,Secondary,72.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Skilled industry workers,Skilled industry workers,68.0,1,0,0,1,female,1,19,0,0,7,7,6,70.75,0,0,7,7,6,70.75,0,7.6,2.6,0.32,Graduate,70.75,61-80,50-70,Very Low,High,Medium
single,1st phase - general contingent,1,Nursing,daytime,Secondary,72.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,62.9,0,0,0,1,female,1,19,0,0,8,12,7,62.35714285,0,0,8,12,7,62.35714285,0,12.7,3.7,-1.7,Graduate,62.35714285,61-80,50-70,Medium,Very High,Low
single,1st phase - general contingent,1,Nursing,daytime,Secondary,65.5,Portuguese,Masters degree,Masters degree,"Specialists (science, law, etc.)",Govt & executive leaders,60.25,0,0,0,1,female,0,19,0,0,7,7,6,70.75,0,0,7,7,6,70.75,0,7.6,2.6,0.32,Graduate,70.75,61-80,50-70,Very Low,High,Medium
single,1st phase - general contingent,2,Nursing,daytime,Secondary,70.5,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Machine operators,65.1,1,0,0,1,female,0,21,0,0,7,11,7,70.3611111,0,0,8,8,8,70.2375,0,15.5,2.8,-4.06,Graduate,70.29930555,61-80,50-70,Very High,High,Very Low
single,1st phase - general contingent,3,Journalism and Communication,daytime,Secondary,69.0,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Technicians & associate professionals,67.95,1,0,0,1,female,0,18,0,0,6,7,6,74.2857143,0,0,6,6,6,73.33333334999999,0,13.9,-0.3,0.79,Graduate,73.80952382499999,61-80,50-70,High,Very Low,High
single,1st phase - general contingent,1,Journalism and Communication,daytime,Secondary,63.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,58.25,0,0,0,1,female,1,19,0,0,6,7,6,71.42857145,0,0,6,6,6,65.83333335,0,11.1,0.6,2.02,Graduate,68.63095240000001,61-80,50-70,Medium,Low,Very High
single,1st phase - general contingent,4,Journalism and Communication,daytime,Secondary,62.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Other,Other,62.0,0,0,0,0,female,0,18,0,0,4,4,0,0.0,0,0,4,4,0,0.0,0,12.7,3.7,-1.7,Dropout,0.0,0-20,50-70,Medium,Very High,Low
single,Holders of other higher courses,1,Social Service (evening attendance),evening,Higher education (diploma),70.0,Portuguese,Secondary,Secondary,Admin staff,Admin staff,70.0,0,0,0,1,female,0,30,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,0.0,0-20,50-70,Low,Medium,High
single,2nd phase - general contingent,1,Equinculture,daytime,Secondary,78.5,Portuguese,Higher education (diploma),Bachelors degree,Technicians & associate professionals,Farmers & agriculture,75.45,1,0,0,1,female,0,18,0,0,6,8,6,75.0,0,0,6,8,5,75.83333335,0,13.9,-0.3,0.79,Dropout,75.416666675,61-80,70-100,High,Very Low,High
single,1st phase - general contingent,3,Nursing,daytime,Secondary,64.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Admin staff,Machine operators,63.65,1,0,0,1,female,1,20,0,0,7,7,6,63.16666664999999,0,0,7,7,6,63.16666664999999,0,7.6,2.6,0.32,Graduate,63.16666664999999,61-80,50-70,Very Low,High,Medium
single,Over 23 years old,1,Advertising and Marketing Management,daytime,Basic 3rd cycle (9th-11th),66.55,Portuguese,Secondary,Secondary,Admin staff,Skilled industry workers,50.0,0,0,1,0,female,0,25,0,0,5,5,5,55.99999999999999,0,0,5,5,5,63.0,0,9.4,-0.8,-3.12,Dropout,59.5,41-60,0-50,Low,Very Low,Very Low
single,1st phase - general contingent,5,Nursing,daytime,Secondary,71.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Personal services & sales,Skilled industry workers,64.4,1,0,0,1,female,0,18,0,0,7,7,6,71.16666665,0,0,7,7,6,71.16666665,0,7.6,2.6,0.32,Graduate,71.16666665,61-80,50-70,Very Low,High,Medium
facto union,1st phase - general contingent,3,Veterinary Nursing,daytime,Secondary,66.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Admin staff,Skilled industry workers,59.85,1,0,0,1,female,0,21,0,0,5,13,5,61.0,2,0,5,10,3,56.666666649999996,1,9.4,-0.8,-3.12,Enrolled,58.833333325,41-60,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,1,Nursing,daytime,Secondary,78.0,Portuguese,Doctorate degree,Masters degree,"Specialists (science, law, etc.)",Govt & executive leaders,70.4,0,0,0,1,female,0,18,0,0,8,8,7,78.49999999999999,0,0,8,8,7,78.49999999999999,0,12.7,3.7,-1.7,Graduate,78.49999999999999,61-80,70-100,Medium,Very High,Low
single,1st phase - general contingent,1,Nursing,daytime,Secondary,75.5,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,69.0,1,0,0,1,female,0,18,0,0,7,7,6,76.0,0,0,7,7,6,76.0,0,7.6,2.6,0.32,Graduate,76.0,61-80,50-70,Very Low,High,Medium
single,2nd phase - general contingent,1,Basic Education,daytime,Secondary,67.5,Portuguese,Higher education (diploma),Higher education (diploma),"Specialists (science, law, etc.)","Specialists (science, law, etc.)",66.45,1,0,0,0,female,0,29,0,0,6,9,6,81.66666665,0,0,6,8,5,78.0,0,12.7,3.7,-1.7,Dropout,79.833333325,61-80,50-70,Medium,Very High,Low
single,Change of course,1,Equinculture,daytime,Secondary,70.0,Portuguese,Higher education (diploma),Higher education (diploma),"Specialists (science, law, etc.)","Specialists (science, law, etc.)",70.0,0,0,0,1,female,0,20,0,10,17,29,14,62.81250000000001,4,7,12,24,12,64.2857143,1,15.5,2.8,-4.06,Graduate,63.54910715,61-80,50-70,Very High,High,Very Low
single,Holders of other higher courses,1,Nursing,daytime,Higher education (diploma),70.0,Portuguese,Higher education (diploma),Secondary,Admin staff,Admin staff,70.0,0,0,0,1,female,0,26,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout,0.0,0-20,50-70,High,Very Low,High
single,1st phase - general contingent,2,Social Service,daytime,Secondary,50.0,Portuguese,Basic 2nd cycle (6th-8th),Secondary,Skilled industry workers,Skilled industry workers,49.65,1,0,0,1,female,0,21,0,0,6,8,5,62.0,0,0,6,6,6,60.0,0,12.4,0.5,1.79,Graduate,61.0,61-80,0-50,Medium,Low,High
single,3rd phase - general contingent,1,Nursing,daytime,Secondary,63.0,Portuguese,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),Personal services & sales,Personal services & sales,59.650000000000006,0,0,0,1,female,1,19,0,0,8,9,8,68.90625,1,0,8,9,8,68.90625,1,9.4,-0.8,-3.12,Graduate,68.90625,61-80,50-70,Low,Very Low,Very Low
single,2nd phase - general contingent,2,Tourism,daytime,Secondary,61.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Personal services & sales,Personal services & sales,56.60000000000001,1,0,1,1,female,0,19,0,0,6,10,6,60.83333335,0,0,6,8,5,58.33333335,0,16.2,0.3,-0.92,Dropout,59.58333335,41-60,50-70,Very High,Low,Medium
single,2nd phase - general contingent,1,Journalism and Communication,daytime,Secondary,66.55,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Unskilled workers,Personal services & sales,58.5,0,0,0,1,female,0,21,0,0,6,8,5,59.00000000000001,0,0,6,8,5,59.166666649999996,0,15.5,2.8,-4.06,Enrolled,59.083333325,41-60,50-70,Very High,High,Very Low
single,3rd phase - general contingent,1,Social Service (evening attendance),evening,Secondary,68.5,Portuguese,Secondary,Secondary,Admin staff,Technicians & associate professionals,61.5,0,0,1,1,female,0,20,0,0,6,13,4,54.0,0,0,6,15,4,60.0,0,16.2,0.3,-0.92,Graduate,57.0,41-60,50-70,Very High,Low,Medium
single,1st phase - general contingent,6,Nursing,daytime,Secondary,69.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Machine operators,63.6,1,0,0,1,female,1,18,0,0,7,8,7,66.3,0,0,8,8,8,71.43125,0,15.5,2.8,-4.06,Graduate,68.865625,61-80,50-70,Very High,High,Very Low
single,1st phase - general contingent,2,Journalism and Communication,daytime,Secondary,64.0,Portuguese,Unknown,Basic 3rd cycle (9th-11th),Technicians & associate professionals,Student,70.5,1,0,0,0,female,0,20,0,0,6,10,4,60.0,0,0,6,15,3,53.333333350000004,0,7.6,2.6,0.32,Dropout,56.666666675,41-60,70-100,Very Low,High,Medium
single,1st phase - general contingent,1,Social Service,daytime,Secondary,68.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,60.85,0,1,0,1,female,1,20,0,0,6,9,6,59.375,0,0,6,7,6,72.14285715,0,16.2,0.3,-0.92,Graduate,65.758928575,61-80,50-70,Very High,Low,Medium
single,Change of course,1,Nursing,daytime,Secondary,63.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Admin staff,Skilled industry workers,60.54999999999999,0,0,0,1,female,1,18,0,0,7,11,5,60.8,0,0,7,7,2,67.0,0,16.2,0.3,-0.92,Enrolled,63.9,61-80,50-70,Very High,Low,Medium
single,1st phase - special contingent (Madeira Island),1,Communication Design,daytime,Secondary,72.5,Portuguese,Secondary,Secondary,Technicians & associate professionals,Technicians & associate professionals,73.05,1,0,0,1,female,0,18,0,0,6,6,1,75.0,0,0,6,7,4,62.5,0,9.4,-0.8,-3.12,Enrolled,68.75,61-80,70-100,Low,Very Low,Very Low
single,1st phase - general contingent,1,Journalism and Communication,daytime,Secondary,70.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,71.25,1,0,0,1,female,0,18,0,0,6,6,6,66.66666665000001,0,0,6,9,5,65.99999999999999,0,9.4,-0.8,-3.12,Graduate,66.333333325,61-80,70-100,Low,Very Low,Very Low
single,2nd phase - general contingent,1,Veterinary Nursing,daytime,Secondary,69.0,Portuguese,Bachelors degree,Basic 3rd cycle (9th-11th),"Specialists (science, law, etc.)",Unskilled workers,63.4,1,0,0,1,female,0,18,0,0,5,12,2,57.49999999999999,0,0,5,12,3,59.00000000000001,2,10.8,1.4,1.74,Enrolled,58.25,41-60,50-70,Low,Medium,High
single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization,75.0,Portuguese,Higher education (diploma),Higher education (diploma),"Specialists (science, law, etc.)","Specialists (science, law, etc.)",75.0,1,0,0,1,female,0,22,0,2,6,7,6,72.14285715,0,1,6,9,5,65.0,0,13.9,-0.3,0.79,Graduate,68.571428575,61-80,70-100,High,Very Low,High
single,Technological specialization diploma holders,3,Veterinary Nursing,daytime,Technological specialization,75.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Govt & executive leaders,75.0,1,0,0,1,female,0,19,0,0,5,10,1,65.0,1,0,5,8,3,76.66666665000001,0,12.7,3.7,-1.7,Enrolled,70.83333332500001,61-80,70-100,Medium,Very High,Low
