marital_status,application_mode,application_order,course,course_time,education_level,previous_grade,nationality,mother_education,father_education,mother_occupation,father_occupation,admission_grade,is_displaced,has_special_needs,is_debtor,is_tuition_paid,gender,is_scholarship_holder,age_at_enrollment,is_international,s1_credited,s1_enrolled,s1_evaluated,s1_approved,s1_grade,s1_not_evaluated,s2_credited,s2_enrolled,s2_evaluated,s2_approved,s2_grade,s2_not_evaluated,unemployment_rate,inflation_rate,gdp
single,2nd phase - general contingent,1,Informatics Engineering,daytime,Secondary,61.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,57.35,0,0,0,1,male,0,20,0,0,5,6,5,79.0,0,0,5,8,5,68.57142855000001,0,11.1,0.6,2.02
single,2nd phase - general contingent,4,Informatics Engineering,daytime,Secondary,69.5,Portuguese,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),Unskilled workers,Admin staff,66.55,1,0,0,1,male,0,18,0,0,5,8,4,62.5,0,0,5,7,3,73.33333334999999,1,7.6,2.6,0.32
single,Change of course,1,Advertising and Marketing Management,daytime,Secondary,66.0,Portuguese,Higher education (diploma),Basic 3rd cycle (9th-11th),Admin staff,Machine operators,60.25,0,0,0,1,male,0,19,0,0,6,17,4,62.5,0,0,6,8,4,66.25,0,13.9,-0.3,0.79
single,Over 23 years old,1,Informatics Engineering,daytime,Secondary,69.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Skilled industry workers,55.15,0,0,1,1,male,0,24,0,0,5,12,1,50.0,0,0,5,11,1,55.00000000000001,0,8.9,1.4,3.51
single,Technological specialization diploma holders,1,Informatics Engineering,daytime,Technological specialization,70.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Personal services & sales,70.0,1,0,0,1,male,0,22,0,0,5,9,0,0.0,0,0,5,6,2,58.33333335,0,10.8,1.4,1.74
single,1st phase - general contingent,1,Agronomy,daytime,Secondary,72.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,66.4,0,0,0,1,male,1,19,0,0,6,9,4,60.0,2,0,6,10,4,62.5,0,15.5,2.8,-4.06
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary,65.5,Portuguese,Secondary,Secondary,Skilled industry workers,Admin staff,63.6,1,0,1,1,male,0,23,0,13,17,19,13,60.769230750000006,0,10,17,28,11,59.54545455,1,11.1,0.6,2.02
single,1st phase - general contingent,1,Journalism and Communication,daytime,Secondary,70.0,Portuguese,Higher education (diploma),Bachelors degree,Admin staff,Farmers & agriculture,66.7,1,0,0,0,male,0,29,0,0,6,8,6,82.5,0,0,6,6,5,69.0,0,11.1,0.6,2.02
single,Technological specialization diploma holders,1,Agronomy,daytime,Secondary,70.0,Portuguese,Secondary,Secondary,Admin staff,Personal services & sales,70.0,0,0,0,1,male,0,20,0,0,6,11,6,56.42857145,0,0,6,12,5,58.88888889999999,0,16.2,0.3,-0.92
single,2nd phase - general contingent,3,Animation and Multimedia Design,daytime,Secondary,62.5,Portuguese,Higher education (diploma),Technological specialization,"Specialists (science, law, etc.)",Personal services & sales,58.5,1,1,0,1,male,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74
single,1st phase - general contingent,2,Advertising and Marketing Management,daytime,Secondary,58.5,Portuguese,Higher education (diploma),Secondary,Technicians & associate professionals,Personal services & sales,55.35,1,0,0,1,male,0,20,0,0,6,10,5,70.0,0,0,6,10,6,60.0,0,11.1,0.6,2.02
single,Over 23 years old,1,Equinculture,daytime,Secondary,75.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Personal services & sales,80.0,1,0,0,1,male,0,24,0,0,5,13,4,68.75,1,0,5,9,3,60.0,0,9.4,-0.8,-3.12
single,Short cycle diploma holders,1,Agronomy,daytime,Secondary,65.0,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Unskilled workers,Unskilled workers,65.0,0,0,1,1,male,0,21,0,7,12,20,10,59.00000000000001,0,5,12,15,9,57.2222222,0,8.9,1.4,3.51
single,2nd phase - general contingent,1,Informatics Engineering,daytime,Secondary,63.5,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Admin staff,Personal services & sales,57.9,0,0,0,1,male,0,20,0,0,5,10,4,57.49999999999999,0,0,5,11,0,0.0,0,13.9,-0.3,0.79
single,1st phase - general contingent,5,Journalism and Communication,daytime,Secondary,62.5,Portuguese,Basic 1st cycle (4th-5th),Higher education (diploma),Personal services & sales,"Specialists (science, law, etc.)",63.05,1,0,0,1,male,0,22,0,0,6,10,5,67.0,0,0,6,12,3,53.333333350000004,0,9.4,-0.8,-3.12
single,1st phase - general contingent,1,Management,daytime,Secondary,67.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Unskilled workers,Personal services & sales,63.14999999999999,0,0,0,1,male,0,18,0,0,5,11,2,67.5,0,0,5,11,3,61.66666665,0,8.9,1.4,3.51
single,Change of course,1,Journalism and Communication,daytime,Secondary,64.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Unskilled workers,Skilled industry workers,62.1,1,0,0,1,male,0,22,0,0,6,17,3,56.666666649999996,3,0,6,14,3,61.66666665,0,15.5,2.8,-4.06
single,1st phase - general contingent,2,Journalism and Communication,daytime,Secondary,67.5,Portuguese,Higher education (diploma),Secondary,Admin staff,Admin staff,68.05,1,0,0,1,male,0,19,0,0,6,9,5,57.00000000000001,0,0,6,13,5,62.0,0,8.9,1.4,3.51
married,Over 23 years old,2,Management (evening attendance),evening,Secondary,75.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,60.0,0,0,0,1,female,0,43,0,0,5,11,3,53.333333350000004,0,1,5,10,4,62.5,0,9.4,-0.8,-3.12
single,Over 23 years old,1,Agronomy,daytime,Secondary,66.55,Spanish,Secondary,Secondary,Unskilled farm & fishery workers,Other admin support,64.9,0,0,0,1,male,0,24,1,0,7,7,7,67.85714285,0,0,6,9,5,67.0,0,8.9,1.4,3.51
single,2nd phase - general contingent,4,Informatics Engineering,daytime,Secondary,67.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Personal services & sales,Skilled industry workers,63.3,1,0,0,1,male,0,18,0,0,5,7,4,60.0,0,0,5,10,3,65.0,3,7.6,2.6,0.32
married,Change of course,1,Veterinary Nursing,daytime,Secondary,80.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Skilled industry workers,60.0,0,0,0,1,male,0,21,0,0,5,11,0,0.0,2,0,5,11,3,58.33333335,1,9.4,-0.8,-3.12
single,Over 23 years old,1,Social Service (evening attendance),evening,Secondary,50.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Farmers & agriculture,Farmers & agriculture,54.15,0,0,0,1,male,0,39,0,0,6,8,5,57.00000000000001,0,1,6,12,3,55.00000000000001,1,7.6,2.6,0.32
single,Over 23 years old,1,Nursing,daytime,Secondary,60.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,50.0,0,0,0,1,male,0,34,0,0,7,15,6,56.666666649999996,0,0,7,16,4,63.0,0,16.2,0.3,-0.92
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary,65.0,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Personal services & sales,Unskilled workers,59.050000000000004,0,0,1,0,male,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12
single,International student (bachelor),1,Animation and Multimedia Design,daytime,Secondary,65.0,Santomean,Secondary,Secondary,"Specialists (science, law, etc.)",Unskilled workers,65.0,0,0,0,1,male,0,21,1,6,12,12,12,75.41666665,0,4,11,15,11,65.41666665,0,8.9,1.4,3.51
single,1st phase - general contingent,1,Management,daytime,Secondary,83.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Admin staff,Machine operators,73.2,0,0,0,1,male,0,27,0,0,5,12,3,50.0,0,0,5,12,1,65.0,0,7.6,2.6,0.32
single,1st phase - general contingent,1,Informatics Engineering,daytime,Secondary,73.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,74.25,1,0,0,1,male,0,18,0,0,5,7,4,50.0,0,0,5,8,1,80.0,0,10.8,1.4,1.74
single,Technological specialization diploma holders,1,Agronomy,daytime,Technological specialization,70.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Govt & executive leaders,70.0,0,0,0,1,male,1,20,0,0,6,11,5,69.16666665,0,0,6,13,6,61.5,0,15.5,2.8,-4.06
single,Technological specialization diploma holders,1,Equinculture,daytime,Technological specialization,75.0,Portuguese,Doctorate degree,Secondary,"Specialists (science, law, etc.)",Personal services & sales,75.0,1,0,0,1,male,0,19,0,1,6,13,5,57.99999999999999,0,1,6,12,2,55.00000000000001,0,13.9,-0.3,0.79
single,1st phase - general contingent,1,Tourism,daytime,Secondary,80.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,70.4,1,0,0,1,male,0,23,0,0,6,8,6,63.33333335,0,0,6,10,5,61.0,0,7.6,2.6,0.32
single,Change of course,1,Animation and Multimedia Design,daytime,Secondary,60.0,Portuguese,Higher education (diploma),Higher education (diploma),"Specialists (science, law, etc.)","Specialists (science, law, etc.)",60.0,1,0,0,1,male,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32
single,2nd phase - general contingent,6,Management,daytime,Secondary,66.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Personal services & sales,Farmers & agriculture,61.6,1,0,0,1,male,0,20,0,0,5,7,3,63.33333335,1,0,5,12,2,62.5,0,9.4,-0.8,-3.12
single,2nd phase - general contingent,2,Journalism and Communication,daytime,Secondary,62.0,Portuguese,Secondary,Secondary,Admin staff,Admin staff,63.95000000000001,1,0,0,1,male,0,20,0,0,6,11,3,68.33333335,0,0,6,13,4,51.24999999999999,0,9.4,-0.8,-3.12
single,1st phase - general contingent,2,Management,daytime,Secondary,64.0,Portuguese,Secondary,Secondary,Unskilled workers,Farmers & agriculture,60.150000000000006,0,0,0,1,male,0,19,0,0,5,9,5,54.0,0,0,5,13,2,67.5,0,8.9,1.4,3.51
single,International student (bachelor),1,Nursing,daytime,Secondary,95.0,Cuban,Higher education (diploma),Bachelors degree,Healthcare professionals,Admin staff,95.0,1,0,0,1,female,0,18,1,0,7,15,4,57.875,0,0,7,10,5,62.1,0,12.4,0.5,1.79
single,2nd phase - general contingent,4,Informatics Engineering,daytime,Secondary,61.0,Romanian,Secondary,Secondary,191,Construction workers (non-electricians),60.5,1,0,0,1,male,0,20,1,0,5,10,4,71.25,0,0,5,14,1,50.0,0,8.9,1.4,3.51
single,2nd phase - general contingent,1,Equinculture,daytime,Secondary,69.0,Portuguese,Bachelors degree,Basic 3rd cycle (9th-11th),"Specialists (science, law, etc.)",Farmers & agriculture,63.14999999999999,1,0,0,1,female,1,18,0,0,6,7,6,64.16666665000001,1,0,6,8,6,65.0,0,8.9,1.4,3.51
single,2nd phase - general contingent,2,Basic Education,daytime,Secondary,70.5,Portuguese,Higher education (diploma),Secondary,Govt & executive leaders,Personal services & sales,65.1,1,0,0,1,female,0,19,0,0,6,8,5,57.00000000000001,1,0,6,7,4,53.75,0,12.7,3.7,-1.7
single,Change of course,1,Equinculture,daytime,Secondary,50.0,Brazilian,Higher education (diploma),Masters degree,Technicians & associate professionals,"Specialists (science, law, etc.)",50.0,0,0,0,1,female,0,19,1,0,5,10,5,74.2857143,2,0,5,7,5,75.7142857,0,9.4,-0.8,-3.12
single,Technological specialization diploma holders,1,Agronomy,daytime,Technological specialization,70.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Farmers & agriculture,Technicians & associate professionals,70.0,0,0,0,1,female,0,19,0,0,6,18,3,58.33333335,0,0,6,14,4,57.49999999999999,0,15.5,2.8,-4.06
single,2nd phase - general contingent,3,Communication Design,daytime,Secondary,72.5,Portuguese,Higher education (diploma),Higher education (diploma),Admin staff,Admin staff,76.55,1,0,0,1,female,1,20,0,0,6,6,6,62.5,0,0,6,6,6,71.66666665,0,12.7,3.7,-1.7
single,3rd phase - general contingent,4,Informatics Engineering,daytime,Secondary,67.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Kitchen assistants,"Food, textile, & wood industry workers",62.45,1,0,1,1,male,0,18,0,0,5,11,3,53.333333350000004,0,0,5,9,3,56.666666649999996,0,8.9,1.4,3.51
single,1st phase - general contingent,1,Informatics Engineering,daytime,Secondary,81.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Personal services & sales,Machine operators,75.4,1,0,0,1,male,0,18,0,0,5,9,4,52.5,0,0,5,11,2,52.5,3,7.6,2.6,0.32
single,1st phase - general contingent,2,Animation and Multimedia Design,daytime,Secondary,82.5,Portuguese,Higher education (diploma),Higher education (diploma),"Specialists (science, law, etc.)","Specialists (science, law, etc.)",81.8,1,0,0,1,female,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79
single,Change of course,1,Management,daytime,Secondary,71.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Secretaries & office workers,Construction workers (non-electricians),57.49999999999999,0,0,0,1,female,0,19,0,0,5,11,5,57.49999999999999,0,0,5,9,2,53.333333350000004,0,13.9,-0.3,0.79
single,1st phase - general contingent,1,Social Service,daytime,Secondary,66.5,Portuguese,Basic 2nd cycle (6th-8th),Secondary,"Specialists (science, law, etc.)",Admin staff,63.0,0,0,0,1,female,0,20,0,0,6,11,1,60.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12
single,Over 23 years old,1,Social Service (evening attendance),evening,Secondary,70.0,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Unskilled workers,Machine operators,52.5,0,0,0,1,female,0,26,0,0,6,14,3,53.333333350000004,1,0,6,9,5,55.99999999999999,0,15.5,2.8,-4.06
single,Over 23 years old,1,Management,daytime,11th-grade,66.55,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Skilled industry workers,69.7,0,0,1,1,female,0,41,0,0,5,6,5,57.99999999999999,0,0,5,8,5,61.0,0,7.6,2.6,0.32
single,Over 23 years old,1,Management (evening attendance),evening,Secondary,75.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Unskilled workers,Machine operators,69.25,0,0,0,1,female,0,26,0,0,5,10,4,60.0,0,0,5,9,4,56.25,0,12.7,3.7,-1.7
single,3rd phase - general contingent,2,Management,daytime,Secondary,57.49999999999999,Portuguese,Secondary,Basic 1st cycle (4th-5th),Personal services & sales,Personal services & sales,54.35,1,0,0,1,female,0,21,0,0,5,8,3,60.0,1,0,5,9,3,63.33333335,0,9.4,-0.8,-3.12
single,1st phase - general contingent,4,Management,daytime,Secondary,66.55,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Farmers & agriculture,53.0,1,0,0,1,female,0,24,0,0,5,11,2,52.5,0,0,5,14,1,55.00000000000001,0,12.7,3.7,-1.7
single,1st phase - general contingent,4,Basic Education,daytime,Secondary,67.0,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Personal services & sales,Unskilled workers,63.7,1,0,0,1,female,0,18,0,0,6,7,5,61.0,0,0,6,7,5,61.0,0,10.8,1.4,1.74
single,1st phase - general contingent,1,Basic Education,daytime,Secondary,66.55,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,47.5,1,0,1,0,female,0,22,0,0,7,10,6,57.49999999999999,0,0,7,8,6,65.83333335,0,11.1,0.6,2.02
single,2nd phase - general contingent,1,Management,daytime,Secondary,57.49999999999999,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Skilled industry workers,Skilled industry workers,57.49999999999999,1,0,0,1,female,0,23,0,0,5,7,2,50.0,1,0,5,9,1,60.0,0,9.4,-0.8,-3.12
single,2nd phase - general contingent,3,Veterinary Nursing,daytime,Secondary,65.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Personal services & sales,Personal services & sales,60.650000000000006,1,0,0,1,female,0,21,0,0,5,14,2,65.0,2,0,5,8,4,60.0,1,9.4,-0.8,-3.12
single,2nd phase - general contingent,3,Basic Education,daytime,Secondary,59.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Skilled industry workers,Skilled industry workers,60.6,1,0,0,1,female,0,18,0,0,6,8,5,67.0,0,0,6,7,5,60.0,0,7.6,2.6,0.32
single,2nd phase - general contingent,1,Tourism,daytime,Secondary,61.0,Portuguese,Secondary,Secondary,Admin staff,Unskilled workers,56.45,1,0,0,1,female,0,22,0,0,6,14,4,61.25000000000001,0,0,6,11,3,56.666666649999996,0,7.6,2.6,0.32
single,Transfer,1,Communication Design,daytime,Secondary,50.0,Portuguese,Higher education (diploma),Bachelors degree,"Specialists (science, law, etc.)","Specialists (science, law, etc.)",57.95,0,0,0,1,female,0,29,0,9,10,15,9,57.777777799999996,0,7,11,17,10,59.5,0,9.4,-0.8,-3.12
single,1st phase - general contingent,1,Nursing,daytime,Secondary,68.5,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Admin staff,62.64999999999999,0,0,0,1,male,0,19,0,0,7,7,7,61.0,0,0,7,7,7,61.0,0,7.6,2.6,0.32
single,1st phase - general contingent,1,Management,daytime,Secondary,60.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Skilled industry workers,Skilled industry workers,55.65,0,0,0,1,male,1,18,0,0,5,10,4,54.0,0,0,5,10,4,58.75,0,15.5,2.8,-4.06
single,Over 23 years old,9,Management (evening attendance),evening,Secondary,60.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Unskilled workers,Personal services & sales,72.4,0,0,0,1,male,0,28,0,0,5,7,4,63.74999999999999,0,0,5,7,5,71.66666665,0,10.8,1.4,1.74
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,66.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Skilled industry workers,Personal services & sales,64.95,1,0,0,1,male,0,20,0,0,6,10,6,63.57142855,0,0,6,8,4,65.0,0,12.4,0.5,1.79
single,Change of course,1,Communication Design,daytime,Secondary,75.0,Portuguese,Higher education (diploma),Technological specialization,Technicians & associate professionals,Skilled industry workers,63.2,0,0,0,1,male,0,26,0,5,7,8,7,66.42857144999999,0,3,8,11,7,60.714285700000005,0,12.4,0.5,1.79
single,1st phase - general contingent,1,Nursing,daytime,Secondary,63.5,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Machine operators,60.699999999999996,0,0,0,1,male,0,20,0,0,7,10,5,69.88333335,0,0,8,9,8,66.1111111,0,12.4,0.5,1.79
single,2nd phase - general contingent,2,Basic Education,daytime,Secondary,56.99999999999999,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,55.95,1,0,0,1,male,1,20,0,0,6,6,6,60.0,0,0,6,7,6,62.5,0,7.6,2.6,0.32
married,Over 23 years old,1,Nursing,daytime,Basic 3rd cycle (9th-11th),66.55,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),Unskilled workers,Skilled industry workers,50.24999999999999,1,0,0,1,male,0,43,0,0,8,8,7,58.17857144999999,0,0,8,8,7,58.17857144999999,0,10.8,1.4,1.74
single,2nd phase - general contingent,5,Informatics Engineering,daytime,Secondary,69.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Personal services & sales,Personal services & sales,61.64999999999999,1,0,1,1,male,0,18,0,0,5,9,4,62.5,0,0,5,11,5,56.42857145,0,12.4,0.5,1.79
married,Over 23 years old,1,Management (evening attendance),evening,Secondary,80.0,Portuguese,Unknown,Unknown,Other,Other,57.15,0,0,0,1,male,0,40,0,0,5,9,3,55.00000000000001,0,0,5,8,4,62.5,1,7.6,2.6,0.32
single,1st phase - general contingent,1,Tourism,daytime,Secondary,66.55,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Govt & executive leaders,Govt & executive leaders,48.5,0,0,0,1,male,0,27,0,0,6,6,6,53.333333350000004,0,0,6,8,4,56.25,0,10.8,1.4,1.74
single,Technological specialization diploma holders,1,Agronomy,daytime,Technological specialization,70.0,Portuguese,Basic 2nd cycle (6th-8th),Secondary,"Legal, sports & culture techs","Legal, sports & culture techs",70.0,1,0,1,1,male,0,26,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51
single,1st phase - general contingent,2,Informatics Engineering,daytime,Secondary,63.0,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Secretaries & office workers,Unskilled farm & fishery workers,61.25000000000001,1,0,0,1,male,0,20,0,0,5,7,5,54.0,0,0,5,9,3,60.0,0,8.9,1.4,3.51
single,Change of institution/course,1,Management,daytime,Secondary,65.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Unskilled workers,Machine operators,57.85,0,0,0,1,male,0,20,0,0,5,7,5,55.00000000000001,0,0,5,7,3,50.0,0,8.9,1.4,3.51
single,1st phase - general contingent,1,Informatics Engineering,daytime,Secondary,70.0,Portuguese,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,83.0,1,0,1,1,male,0,20,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12
single,Over 23 years old,1,Nursing,daytime,Secondary,60.0,Portuguese,Secondary,Bachelors degree,Other admin support,Teachers,62.64999999999999,0,0,1,1,male,0,30,0,0,7,12,4,72.0,0,0,7,9,6,67.5,0,12.4,0.5,1.79
single,2nd phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,57.49999999999999,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),191,Construction workers (non-electricians),54.55,0,0,1,0,male,0,21,0,0,6,11,4,61.25000000000001,0,0,6,9,4,67.0,0,11.1,0.6,2.02
single,2nd phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,54.50000000000001,Portuguese,Secondary,Secondary,Admin staff,Admin staff,54.0,0,0,0,1,male,0,19,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32
divorced,Over 23 years old,1,Oral Hygiene,daytime,Secondary,80.0,Portuguese,Basic 3rd cycle (9th-11th),Higher education (diploma),Unskilled workers,"Specialists (science, law, etc.)",65.0,0,0,0,1,female,0,25,0,0,7,14,7,59.74999999999999,0,0,8,15,7,60.214285700000005,0,12.7,3.7,-1.7
married,Over 23 years old,2,Oral Hygiene,daytime,Secondary,55.00000000000001,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,56.39999999999999,0,0,0,1,female,1,26,0,0,7,7,0,0.0,0,0,8,8,0,0.0,6,10.8,1.4,1.74
single,2nd phase - general contingent,2,Management,daytime,Secondary,64.5,Portuguese,Bachelors degree,Higher education (diploma),"Specialists (science, law, etc.)","Specialists (science, law, etc.)",64.15,1,0,0,1,female,0,19,0,0,5,10,3,55.00000000000001,0,0,5,9,4,58.75,0,12.7,3.7,-1.7
single,Change of course,1,Veterinary Nursing,daytime,Secondary,63.5,Portuguese,Higher education (diploma),Higher education (diploma),"Specialists (science, law, etc.)",Personal services & sales,50.0,0,0,0,1,female,0,21,0,0,6,11,4,58.75,0,0,6,12,3,68.33333335,0,13.9,-0.3,0.79
single,1st phase - general contingent,1,Equinculture,daytime,Secondary,69.0,Portuguese,Masters degree,Doctorate degree,"Specialists (science, law, etc.)","Specialists (science, law, etc.)",61.5,1,0,0,1,female,0,21,0,0,5,12,1,55.00000000000001,0,0,5,9,2,52.5,0,12.7,3.7,-1.7
single,Over 23 years old,1,Veterinary Nursing,daytime,Secondary,65.0,Portuguese,Masters degree,Secondary,"Specialists (science, law, etc.)",Unskilled workers,60.0,0,0,0,0,female,0,26,0,0,6,8,6,77.14285715,0,0,6,7,5,72.5,0,11.1,0.6,2.02
single,1st phase - general contingent,1,Nursing,daytime,Secondary,65.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Admin staff,Admin staff,61.0,1,0,0,1,female,0,20,0,0,8,8,7,70.07142855,0,0,8,8,7,70.07142855,0,12.7,3.7,-1.7
single,2nd phase - general contingent,2,Social Service,daytime,Secondary,59.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Military professions,55.35,1,1,0,1,female,0,18,0,0,6,15,2,51.66666665,3,0,6,13,3,66.66666665000001,0,12.7,3.7,-1.7
single,1st phase - general contingent,1,Nursing,daytime,Secondary,53.0,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),191,Subsistence farmers & fishermen,51.1,1,0,1,1,male,0,20,0,0,7,7,7,62.007142849999994,0,0,8,10,6,59.04166665,0,11.1,0.6,2.02
single,Technological specialization diploma holders,1,Agronomy,daytime,Technological specialization,60.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Technicians & associate professionals,Personal services & sales,60.0,0,0,0,1,male,0,23,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06
single,Technological specialization diploma holders,1,Agronomy,daytime,Technological specialization,65.0,Portuguese,Bachelors degree,Higher education (diploma),Unskilled workers,Farmers & agriculture,65.0,0,0,0,1,male,0,20,0,0,6,12,4,54.0,0,0,6,13,4,60.0,0,12.4,0.5,1.79
single,Change of course,1,Social Service (evening attendance),evening,Secondary,60.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Personal services & sales,50.0,0,0,0,1,female,0,45,0,5,9,13,8,55.00000000000001,0,3,7,10,6,54.16666665,0,12.7,3.7,-1.7
single,Over 23 years old,1,Social Service (evening attendance),evening,Basic 3rd cycle (9th-11th),50.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Personal services & sales,Personal services & sales,55.50000000000001,1,0,0,1,female,1,26,0,0,6,10,3,61.66666665,0,0,6,14,3,58.33333335,0,7.6,2.6,0.32
single,Over 23 years old,1,Management (evening attendance),evening,Secondary,65.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,65.05,0,0,0,1,female,0,25,0,0,5,8,3,55.00000000000001,0,0,5,8,3,56.25,0,10.8,1.4,1.74
single,1st phase - general contingent,1,Nursing,daytime,Secondary,62.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Technicians & associate professionals,Machine operators,58.75,1,0,0,1,male,0,19,0,0,8,10,5,64.29,3,0,8,10,5,64.29,3,9.4,-0.8,-3.12
single,1st phase - general contingent,4,Nursing,daytime,Secondary,63.0,Portuguese,11th-grade,Secondary,Personal services & sales,Military professions,60.099999999999994,0,0,0,1,female,1,19,0,0,7,9,5,70.30000000000001,0,0,7,9,7,56.2142857,0,12.4,0.5,1.79
